Breed,Color,Gender,Age,AdoptionLikelihood
Smooth Fox Terrier Mix,Tricolor,Neutered Male,1,0
Miniature Poodle Mix,White/Tan,Neutered Male,5,0
Labrador Retriever,Tan/White,Spayed Female,10,1
Black Mouth Cur Mix,Tan/Black,Spayed Female,1,1
Chihuahua Longhair Mix,Tan/Cream,Spayed Female,0,1
Border Terrier Mix,Tan,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan,Neutered Male,7,0
Labrador Retriever Mix,Black,Neutered Male,0,0
Dachshund/Chihuahua Shorthair,Chocolate/White,Neutered Male,2,0
German Shepherd Mix,Black/Brown,Spayed Female,1,1
Wire Hair Fox Terrier,Black/Brown,Neutered Male,0,1
Dachshund Mix,White,Neutered Male,2,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Labrador Retriever/Great Pyrenees,Cream/White,Neutered Male,0,1
Cairn Terrier,White,Spayed Female,1,1
German Shepherd Mix,Black/Brown,Spayed Female,0,1
Vizsla/Greyhound,Red,Neutered Male,1,1
Wire Hair Fox Terrier,White,Neutered Male,0,1
Great Pyrenees/German Shepherd,White,Spayed Female,6,1
Standard Schnauzer Mix,Black/Tan,Neutered Male,1,0
Black Mouth Cur Mix,Brown/White,Spayed Female,0,1
Miniature Schnauzer Mix,Black,Neutered Male,0,1
Australian Kelpie Mix,Black/White,Intact Female,2,0
Dachshund/Manchester Terrier,Sable,Spayed Female,0,1
Pit Bull Mix,Blue/White,Spayed Female,7,1
Chihuahua Shorthair Mix,White/Brown,Neutered Male,0,1
Labrador Retriever Mix,Black,Spayed Female,1,1
Newfoundland,Black/Red,Spayed Female,0,1
Miniature Poodle Mix,White,Spayed Female,1,1
Great Pyrenees Mix,White/Buff,Neutered Male,0,0
Jack Russell Terrier Mix,Chocolate,Intact Female,0,0
Alaskan Husky/German Shepherd,Tan/White,Neutered Male,0,1
Pit Bull,Brown Brindle/White,Neutered Male,8,1
Pit Bull Mix,White/Black,Neutered Male,3,1
German Shepherd Mix,Black/Brown,Spayed Female,2,1
German Shepherd/Siberian Husky,White/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown,Spayed Female,2,0
Pit Bull Mix,White/Tan,Intact Male,0,1
Belgian Malinois Mix,Tan/Black,Neutered Male,1,0
Kuvasz Mix,White,Neutered Male,2,1
Chihuahua Shorthair Mix,Brown,Intact Female,6,1
Labrador Retriever Mix,Yellow,Neutered Male,0,1
Chihuahua Shorthair,Brown,Spayed Female,1,1
Black/Tan Hound/German Shepherd,Black/Tan,Intact Male,9,1
Pointer Mix,White/Brown,Intact Male,7,0
Miniature Schnauzer/Miniature Poodle,White,Spayed Female,1,1
Vizsla/Labrador Retriever,Brown,Neutered Male,8,1
Greyhound Mix,Brown Brindle,Spayed Female,2,1
Alaskan Husky Mix,White/Gray,Neutered Male,2,1
Labrador Retriever Mix,White/Black,Intact Male,0,0
Pit Bull Mix,Tan/White,Spayed Female,2,1
German Shepherd/Labrador Retriever,Tan,Neutered Male,2,1
English Coonhound,Black/Brown,Spayed Female,3,0
Great Pyrenees Mix,White,Spayed Female,5,1
Border Collie Mix,Tricolor,Intact Male,1,1
American Staffordshire Terrier Mix,Blue/White,Spayed Female,6,0
Labrador Retriever Mix,Black,Spayed Female,2,1
Pit Bull Mix,White/Brown,Spayed Female,5,0
Dachshund/Chihuahua Shorthair,White/Brown,Neutered Male,4,1
Labrador Retriever Mix,Buff,Intact Male,0,0
Plott Hound Mix,Brown Brindle/White,Neutered Male,1,1
Boxer Mix,Tan/White,Neutered Male,2,1
Pit Bull Mix,White/Brown Brindle,Spayed Female,4,0
Boxer/German Shepherd,Brown/White,Spayed Female,1,0
German Shepherd Mix,Brown/Black,Spayed Female,2,1
Pit Bull/Boxer,White/Tricolor,Spayed Female,2,1
Chihuahua Shorthair,Black,Spayed Female,2,0
Pit Bull Mix,Brown,Neutered Male,1,0
Staffordshire Mix,White/Blue,Spayed Female,1,1
Labrador Retriever Mix,Red,Intact Male,3,0
Manchester Terrier/Labrador Retriever,Tricolor,Neutered Male,0,1
German Shepherd Mix,Sable,Neutered Male,0,1
Pit Bull Mix,Brown/White,Neutered Male,1,1
Australian Kelpie Mix,Black/Tricolor,Spayed Female,0,0
Chihuahua Shorthair/Dachshund,Brown/White,Spayed Female,3,1
Miniature Poodle Mix,White,Intact Male,5,0
Flat Coat Retriever Mix,Black,Intact Female,1,0
Norfolk Terrier,Black/Tan,Neutered Male,3,1
Labrador Retriever Mix,Black,Neutered Male,0,1
Pit Bull Mix,White/Black,Neutered Male,0,1
Cardigan Welsh Corgi/Australian Cattle Dog,Red/White,Neutered Male,0,1
German Shepherd Mix,White,Spayed Female,2,1
Boxer Mix,White/Brown,Spayed Female,0,0
Australian Cattle Dog,White/Black,Neutered Male,0,1
Chinese Sharpei Mix,Black/White,Spayed Female,0,1
Border Collie/Catahoula,Black/White,Neutered Male,0,1
Australian Cattle Dog Mix,Tan/White,Spayed Female,0,0
Chihuahua Shorthair Mix,Brown,Neutered Male,7,0
Collie Rough/Chow Chow,Brown/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Spayed Female,0,1
Bruss Griffon/Yorkshire Terrier,Tricolor,Spayed Female,2,1
Maltese Mix,White,Spayed Female,3,0
Redbone Hound Mix,Sable/Red,Neutered Male,0,1
Lhasa Apso Mix,Buff/Gray,Spayed Female,4,0
Pointer Mix,Brown/White,Neutered Male,1,1
Labrador Retriever Mix,Black/White,Neutered Male,1,1
Australian Cattle Dog/German Shepherd,White/Black,Spayed Female,0,1
Labrador Retriever Mix,Black,Intact Female,2,0
Chihuahua Shorthair/Rat Terrier,Brown/Black,Neutered Male,1,1
German Shepherd/Australian Kelpie,White/Tricolor,Spayed Female,0,1
West Highland,Cream/Tan,Neutered Male,1,1
Australian Shepherd Mix,Black/Brown,Spayed Female,0,1
Boxer/Staffordshire,Tricolor,Neutered Male,2,1
Pit Bull Mix,Brown Brindle,Spayed Female,5,1
Cocker Spaniel Mix,Black/Tan,Neutered Male,3,1
Belgian Malinois,Black/Brown,Spayed Female,0,1
Labrador Retriever Mix,White,Neutered Male,0,1
Miniature Pinscher/Pomeranian,Red,Intact Female,5,0
Shih Tzu Mix,White,Neutered Male,3,1
Labrador Retriever Mix,Black,Spayed Female,2,0
Chihuahua Shorthair Mix,Black,Spayed Female,9,0
Labrador Retriever Mix,Yellow,Neutered Male,0,1
West Highland Mix,Cream,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan,Intact Male,1,0
Great Pyrenees Mix,White,Spayed Female,0,0
Plott Hound Mix,Brown Brindle/White,Spayed Female,2,1
Great Pyrenees/Labrador Retriever,White/Tan,Neutered Male,2,0
Chihuahua Shorthair Mix,Black/Brown,Intact Male,4,0
Ibizan Hound,Tan/Black,Neutered Male,0,1
Chihuahua Shorthair Mix,Black/Brown,Intact Female,2,1
Border Collie Mix,Brown Brindle/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Neutered Male,0,1
Beagle,Tricolor,Neutered Male,4,0
Pit Bull Mix,Blue,Spayed Female,2,1
Great Pyrenees,White,Spayed Female,2,1
Australian Shepherd Mix,Black/Blue Merle,Neutered Male,1,0
St. Bernard Smooth Coat Mix,White/Tan,Neutered Male,3,1
Rottweiler Mix,Black/Brown,Spayed Female,0,0
Pit Bull/Chinese Sharpei,Tan/White,Neutered Male,6,1
Chihuahua Shorthair Mix,Black,Intact Male,0,0
Border Collie/Labrador Retriever,Black/White,Intact Male,0,0
Labrador Retriever Mix,Black/White,Intact Male,0,0
Collie Smooth Mix,White/Black,Spayed Female,2,1
Miniature Poodle/Maltese,Cream,Spayed Female,1,1
Chihuahua Shorthair Mix,Sable/Tan,Neutered Male,7,0
Rottweiler,Black/Tan,Neutered Male,1,1
Boxer Mix,Brown/White,Spayed Female,1,1
Australian Kelpie Mix,Black/Tan,Neutered Male,2,1
Labrador Retriever Mix,Black,Spayed Female,10,1
Labrador Retriever/Great Pyrenees,White,Neutered Male,2,1
Siberian Husky/French Bulldog,Sable,Neutered Male,2,1
German Shepherd Mix,Black/Brown,Intact Female,0,0
Golden Retriever Mix,Gold/White,Neutered Male,1,1
Catahoula Mix,Chocolate/Tan,Spayed Female,0,1
Border Collie Mix,Black/White,Neutered Male,1,1
Labrador Retriever Mix,Tan/Brown,Spayed Female,0,1
Pit Bull Mix,Black/White,Spayed Female,0,1
Staffordshire Mix,Brown Brindle/White,Neutered Male,1,1
Dachshund Longhair Mix,Red,Intact Female,0,0
Dachshund Longhair Mix,Tan,Neutered Male,0,0
Bulldog/Staffordshire,Blue/White,Spayed Female,1,0
Yorkshire Terrier Mix,Gray/White,Spayed Female,2,1
Labrador Retriever Mix,White,Spayed Female,1,1
Border Collie Mix,Black/White,Intact Male,0,0
Chihuahua Shorthair Mix,Tan/White,Intact Male,0,0
Black/Tan Hound Mix,Black/Brown,Neutered Male,1,0
American Bulldog Mix,White/Brown Brindle,Neutered Male,0,1
German Shepherd,Black/Tan,Intact Female,2,0
Pit Bull Mix,Brown,Neutered Male,2,1
Chihuahua Shorthair Mix,Sable,Neutered Male,0,0
Chihuahua Shorthair Mix,Tan/Black,Spayed Female,0,1
Queensland Heeler Mix,Buff,Neutered Male,0,1
Labrador Retriever,Black/White,Spayed Female,0,1
Wire Hair Fox Terrier,Black/White,Neutered Male,4,1
Cairn Terrier Mix,Tan,Spayed Female,1,0
Chihuahua Shorthair Mix,Tan,Spayed Female,0,1
Anatol Shepherd Mix,Brown/White,Neutered Male,0,1
Plott Hound Mix,Black/Brown Brindle,Intact Male,0,0
Chihuahua Shorthair,Brown,Spayed Female,9,0
Standard Schnauzer Mix,Black,Neutered Male,9,1
Jack Russell Terrier Mix,Red/White,Neutered Male,2,1
Chihuahua Shorthair Mix,White/Tan,Intact Female,1,0
Pit Bull Mix,Brown/White,Neutered Male,2,1
German Shepherd Mix,Tricolor,Neutered Male,0,1
Great Pyrenees Mix,Black,Neutered Male,0,1
Great Pyrenees Mix,White,Neutered Male,2,0
Labrador Retriever/Border Collie,Black/White,Intact Female,0,0
Chihuahua Shorthair Mix,White/Brown,Spayed Female,6,1
Pug,Fawn/Black,Spayed Female,7,0
Dachshund Mix,White/Brown,Spayed Female,0,1
Cocker Spaniel,Black,Intact Male,12,0
Pit Bull Mix,Black/White,Neutered Male,1,1
Plott Hound Mix,Black,Intact Female,0,0
Australian Shepherd Mix,White/Brown,Spayed Female,0,0
Labrador Retriever Mix,Black/Brown,Intact Female,0,0
Pit Bull Mix,Brown,Spayed Female,2,1
Catahoula Mix,Red Merle/White,Neutered Male,0,1
Great Pyrenees Mix,White,Spayed Female,3,1
Chihuahua Shorthair Mix,Tan,Neutered Male,6,0
Pit Bull,Brown,Spayed Female,1,1
Great Pyrenees/Labrador Retriever,White,Intact Male,0,0
Chihuahua Shorthair Mix,Black,Spayed Female,0,1
Pit Bull Mix,Blue/White,Spayed Female,0,1
Catahoula Mix,White/Tan,Neutered Male,4,1
Labrador Retriever/Weimaraner,Buff,Spayed Female,0,1
Pit Bull Mix,Brown Brindle,Spayed Female,2,1
Cocker Spaniel/Pembroke Welsh Corgi,Black/Brown,Neutered Male,1,1
Border Collie Mix,Black,Neutered Male,0,1
Miniature Poodle/Miniature Schnauzer,White,Neutered Male,3,1
Dogo Argentino Mix,White,Neutered Male,0,0
Miniature Poodle Mix,White,Intact Male,2,0
Pit Bull Mix,Tan/White,Spayed Female,0,1
Pit Bull Mix,Fawn/White,Spayed Female,2,1
Pit Bull Mix,White/Brown,Neutered Male,3,0
Basenji Mix,Buff,Spayed Female,1,1
Pit Bull Mix,White/Brown,Neutered Male,1,1
Standard Schnauzer,Black/White,Neutered Male,0,1
Pit Bull Mix,Chocolate/White,Spayed Female,2,1
Smooth Fox Terrier Mix,Black Brindle/White,Spayed Female,0,1
Anatol Shepherd Mix,Brown/Black,Spayed Female,0,1
Boxer Mix,Brown/White,Neutered Male,8,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Australian Cattle Dog Mix,White/Brown,Spayed Female,0,1
Labrador Retriever Mix,Black/White,Intact Female,0,0
Pbgv Mix,Tricolor,Spayed Female,2,1
Boxer Mix,Tan/White,Neutered Male,10,1
Miniature Poodle/Cairn Terrier,White/Cream,Neutered Male,13,0
Boxer Mix,Brown/White,Spayed Female,0,1
Chihuahua Shorthair,Brown/White,Neutered Male,4,0
Jack Russell Terrier Mix,Tricolor,Spayed Female,0,1
Jack Russell Terrier Mix,Black/White,Neutered Male,1,1
Bull Terrier Miniature Mix,White/Brown,Spayed Female,0,1
Pit Bull,White/Tan,Intact Female,2,0
Pit Bull Mix,Brown Brindle,Intact Female,2,0
Pit Bull,Blue/White,Intact Male,9,0
Pit Bull/Labrador Retriever,Brown,Neutered Male,1,1
Australian Cattle Dog,White/Tricolor,Intact Female,0,0
Great Pyrenees Mix,Brown Brindle/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Brown/Tan,Neutered Male,0,1
Chihuahua Shorthair Mix,Red/White,Spayed Female,5,1
Labrador Retriever Mix,Brown,Neutered Male,0,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,0,1
German Shepherd/Labrador Retriever,Brown,Neutered Male,1,1
Pit Bull Mix,White/Tan,Neutered Male,5,0
Cairn Terrier Mix,Brown,Neutered Male,3,1
Chihuahua Shorthair Mix,Tan/White,Intact Male,1,0
Great Pyrenees Mix,White/Black,Neutered Male,1,1
American Bulldog Mix,White/Black,Spayed Female,1,1
Labrador Retriever Mix,Black,Spayed Female,0,0
Yorkshire Terrier Mix,Cream/Tricolor,Intact Female,2,0
German Shepherd,Tricolor/Brown,Spayed Female,3,1
American Bulldog Mix,Yellow Brindle/White,Intact Male,1,0
Pit Bull Mix,White,Spayed Female,2,0
Siberian Husky,White/Black,Spayed Female,2,1
German Shepherd Mix,Brown/Black,Neutered Male,2,1
Labrador Retriever Mix,Black,Spayed Female,0,1
Pit Bull Mix,Tan/White,Spayed Female,2,1
Labrador Retriever Mix,Black,Neutered Male,7,1
Collie Rough Mix,Tan,Spayed Female,1,1
Pit Bull Mix,White/Blue,Intact Female,2,0
American Pit Bull Terrier,White/Black,Neutered Male,2,1
Rat Terrier Mix,White/Black,Neutered Male,5,1
Dachshund Mix,Brown Merle,Neutered Male,1,1
Catahoula Mix,Blue Merle/White,Neutered Male,0,1
Labrador Retriever Mix,Gold,Neutered Male,0,0
Pit Bull,Black,Spayed Female,0,1
Pit Bull Mix,Brown/White,Spayed Female,1,1
German Shepherd/Labrador Retriever,Black/Brown,Spayed Female,2,1
Yorkshire Terrier Mix,Buff/Tan,Intact Male,1,1
Maltese Mix,White,Spayed Female,1,1
Chihuahua Shorthair Mix,Brown,Spayed Female,0,1
Australian Cattle Dog/Border Collie,Black/White,Spayed Female,5,1
Brittany Mix,White,Neutered Male,13,0
Cairn Terrier Mix,Tan/White,Spayed Female,1,1
Rat Terrier Mix,Tricolor,Spayed Female,0,1
Pointer Mix,White/Black,Spayed Female,1,1
Jack Russell Terrier,White/Tan,Neutered Male,2,1
Chihuahua Shorthair Mix,Black/Brown,Neutered Male,1,1
Border Collie Mix,Black,Neutered Male,1,1
Labrador Retriever/Pit Bull,Black/White,Neutered Male,1,1
Labrador Retriever Mix,Black/Brown Brindle,Spayed Female,5,1
German Shepherd Mix,Black,Neutered Male,0,1
Pit Bull Mix,White/Blue,Neutered Male,2,1
Pit Bull Mix,Sable,Intact Female,0,0
Border Collie/Labrador Retriever,White/Black,Neutered Male,5,1
Pit Bull/Boxer,Red/White,Neutered Male,2,1
German Shepherd Mix,Tan,Neutered Male,0,1
Cocker Spaniel Mix,Black/White,Neutered Male,7,0
Norfolk Terrier Mix,Buff,Neutered Male,4,1
Anatol Shepherd/Labrador Retriever,White/Tan,Intact Female,0,0
Golden Retriever Mix,Brown,Spayed Female,0,1
Toy Poodle,Black,Intact Male,2,0
Cardigan Welsh Corgi Mix,Buff,Intact Male,0,0
Golden Retriever/Labrador Retriever,Brown/White,Spayed Female,0,1
Cairn Terrier Mix,Black/White,Neutered Male,0,1
German Shepherd Mix,Black/Tan,Neutered Male,0,0
Rottweiler Mix,Black/Tan,Neutered Male,0,0
English Bulldog Mix,Tricolor,Neutered Male,1,1
Pit Bull Mix,Chocolate/White,Neutered Male,2,1
Lhasa Apso Mix,White/Tan,Neutered Male,1,0
Border Collie Mix,White/Cream,Spayed Female,0,1
Golden Retriever Mix,Gold,Spayed Female,1,1
Pit Bull Mix,Brown,Spayed Female,5,0
Cairn Terrier,White/Brown,Spayed Female,4,1
Miniature Schnauzer Mix,White,Neutered Male,3,0
Collie Smooth/Labrador Retriever,Brown/White,Intact Female,0,0
Labrador Retriever Mix,Buff,Intact Female,0,1
Belgian Malinois Mix,Tan/Black,Neutered Male,0,0
Dachshund Mix,Red,Neutered Male,1,1
Black Mouth Cur Mix,Brown/Black,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown,Spayed Female,3,1
Pit Bull Mix,White/Tan,Spayed Female,1,1
Australian Cattle Dog,Tricolor,Spayed Female,5,1
Labrador Retriever Mix,Brown/Black,Spayed Female,1,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,0,1
Chihuahua Longhair Mix,Black/White,Spayed Female,2,1
Pit Bull Mix,White/Tan,Intact Male,0,0
Great Pyrenees Mix,White,Spayed Female,2,1
Jack Russell Terrier Mix,White/Red,Neutered Male,1,1
Chihuahua Shorthair,Brown,Intact Female,3,0
Yorkshire Terrier/Chihuahua Shorthair,Tricolor,Intact Female,0,0
Anatol Shepherd Mix,Brown/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Spayed Female,12,0
Pit Bull Mix,Blue/White,Neutered Male,0,1
Boxer Mix,Tricolor,Neutered Male,3,0
Catahoula Mix,Brown Merle,Intact Male,2,0
Great Pyrenees/Pointer,White/Orange,Neutered Male,1,0
Pointer Mix,White/Tan,Spayed Female,1,1
Labrador Retriever Mix,White/Cream,Intact Female,0,0
Border Collie Mix,Black/White,Spayed Female,0,1
Rat Terrier Mix,Black/White,Spayed Female,10,1
Siberian Husky Mix,Black/White,Neutered Male,3,1
Pug Mix,Tan,Spayed Female,1,0
Bulldog/Boxer,Brown Brindle/White,Intact Female,5,0
Chihuahua Shorthair Mix,Sable,Neutered Male,0,1
Miniature Pinscher/Chihuahua Shorthair,Tricolor,Spayed Female,0,1
Labrador Retriever Mix,White/Black,Neutered Male,0,1
Shih Tzu Mix,White,Spayed Female,1,0
Chihuahua Longhair/Rat Terrier,Red,Neutered Male,4,1
Chihuahua Shorthair Mix,White/Tan,Spayed Female,3,1
Labrador Retriever,Tan,Spayed Female,0,1
Catahoula Mix,Blue Merle/Brown,Spayed Female,2,1
Pit Bull Mix,Tricolor,Spayed Female,2,1
Chihuahua Shorthair Mix,Tan/White,Neutered Male,2,1
Chihuahua Longhair/Pomeranian,Black,Intact Male,0,0
Plott Hound Mix,Black/Brown Brindle,Spayed Female,0,1
Australian Cattle Dog Mix,White/Tan,Spayed Female,1,1
Pit Bull Mix,White/Tan,Intact Male,1,1
Great Pyrenees,White,Spayed Female,1,0
Chihuahua Shorthair Mix,White/Tan,Intact Male,0,0
Border Collie/Labrador Retriever,Black/White,Neutered Male,5,1
Labrador Retriever/Dachshund,Black/Brown,Neutered Male,0,1
Jack Russell Terrier,White/Tan,Spayed Female,11,1
Bull Terrier/Australian Kelpie,Black,Spayed Female,1,1
Chihuahua Shorthair Mix,Black/Tan,Spayed Female,9,0
Australian Cattle Dog/Alaskan Husky,Black/Tricolor,Spayed Female,2,1
American Pit Bull Terrier Mix,Blue/White,Neutered Male,2,1
Border Collie Mix,Tan/White,Spayed Female,0,1
German Shepherd,Brown/Black,Neutered Male,2,1
Staffordshire Mix,Yellow Brindle,Spayed Female,5,1
Pit Bull Mix,Blue/White,Neutered Male,5,0
Chihuahua Shorthair Mix,Chocolate/Tan,Neutered Male,6,0
Irish Terrier,Black/White,Neutered Male,1,1
Pit Bull,Brown Brindle/White,Neutered Male,0,1
Dachshund/Chihuahua Shorthair,Brown/White,Spayed Female,0,0
Chihuahua Shorthair Mix,Tan/White,Neutered Male,2,1
Rat Terrier/Cardigan Welsh Corgi,White/Brown,Spayed Female,1,0
German Shepherd,Black/Tricolor,Spayed Female,0,1
Chihuahua Shorthair,Tan,Neutered Male,0,1
Norwich Terrier Mix,Tan,Neutered Male,1,1
Pit Bull Mix,Blue/White,Neutered Male,3,0
Labrador Retriever Mix,Black/Brown,Spayed Female,0,1
Chihuahua Shorthair,Tan,Spayed Female,15,1
Shih Tzu,Brown/White,Spayed Female,0,1
Boxer/Plott Hound,Brown Brindle,Spayed Female,0,1
Great Dane Mix,Fawn,Neutered Male,0,1
Border Collie Mix,White,Spayed Female,0,1
Labrador Retriever Mix,Black,Spayed Female,0,1
German Shepherd Mix,Tan/Black,Neutered Male,1,1
Miniature Schnauzer Mix,Black,Neutered Male,0,0
Dachshund Mix,Black/Tan,Neutered Male,6,1
Jack Russell Terrier/Papillon,White/Tricolor,Intact Male,0,0
Pit Bull/Labrador Retriever,Brown Brindle/White,Neutered Male,2,1
Miniature Schnauzer Mix,Cream,Spayed Female,0,1
Pit Bull Mix,Blue/White,Neutered Male,2,0
Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White,Neutered Male,3,1
Chihuahua Shorthair Mix,Brown,Spayed Female,4,1
Staffordshire Mix,Brown Brindle,Neutered Male,2,1
Akita Mix,Sable,Neutered Male,1,1
Pit Bull/Catahoula,White/Blue Merle,Neutered Male,7,0
Staffordshire Mix,Yellow Brindle/White,Spayed Female,0,1
Rat Terrier/Chihuahua Shorthair,White/Black,Spayed Female,2,1
Dachshund Mix,Sable,Neutered Male,0,0
Rottweiler/Labrador Retriever,Black/Tan,Intact Female,0,0
Labrador Retriever/Rhod Ridgeback,Tan/Brown,Intact Female,0,0
Pit Bull Mix,Tricolor,Neutered Male,0,1
Staffordshire Mix,Gray,Intact Female,3,0
Jack Russell Terrier Mix,White/Brown,Neutered Male,13,1
Chihuahua Shorthair,Red,Spayed Female,5,1
Standard Schnauzer,Black,Spayed Female,0,1
Australian Cattle Dog Mix,Black/White,Spayed Female,0,1
Staffordshire Mix,Brown Brindle/White,Neutered Male,5,0
Labrador Retriever Mix,Tan/White,Spayed Female,1,1
Chihuahua Shorthair Mix,White/Brown,Spayed Female,1,1
Shih Tzu,White/Black,Intact Male,0,0
Miniature Schnauzer Mix,Black,Spayed Female,10,1
Pit Bull Mix,Brown/White,Neutered Male,4,1
Pointer/Australian Cattle Dog,Black/White,Spayed Female,1,0
Bull Terrier,Brown Brindle/White,Spayed Female,1,1
Miniature Schnauzer Mix,Gray/Black,Spayed Female,2,0
Chinese Sharpei/Pointer,Black/White,Spayed Female,0,1
Shih Tzu Mix,Brown/White,Spayed Female,7,0
Pit Bull Mix,White,Spayed Female,3,0
Border Collie/German Shepherd,Black/White,Neutered Male,1,0
Pit Bull Mix,Black/White,Neutered Male,2,1
Harrier Mix,Black/Tricolor,Neutered Male,0,1
Labrador Retriever/Rottweiler,Black/Brown,Intact Female,1,0
Labrador Retriever,White/Red,Neutered Male,3,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Pug/Chihuahua Shorthair,Sable,Neutered Male,0,0
Chihuahua Shorthair Mix,Brown,Intact Male,0,0
Pit Bull Mix,Blue,Spayed Female,0,1
Great Pyrenees Mix,White,Neutered Male,2,0
Miniature Schnauzer/Yorkshire Terrier,Gray/Tan,Neutered Male,1,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,6,1
Labrador Retriever Mix,Tan,Intact Male,1,0
Chihuahua Shorthair/Dachshund,White,Intact Female,0,0
Siberian Husky,Gray/White,Neutered Male,11,1
Pit Bull Mix,White/Tan,Neutered Male,1,1
Chihuahua Shorthair,Brown/Cream,Spayed Female,2,1
